idEvent,strTimestamp,Round,Home Team,Home Score,Away Team,Away Score,Poster,Thumb
2303860,2025-08-16 14:00:00,Round 400,Hadley,1,Maldon and Tiptree,2,,
2303861,2025-08-16 14:00:00,Round 400,Rossington Main,3,Newark Town,2,,
2303862,2025-08-16 14:00:00,Round 400,Sidmouth Town,2,Torpoint Athletic,4,,
2303863,2025-08-16 14:00:00,Round 400,Skegness Town,1,Lincoln United,1,,
2303864,2025-08-16 14:00:00,Round 400,Gorleston,2,Walsham-le-Willows,2,,
2303865,2025-08-16 14:00:00,Round 400,Flackwell Heath,1,Tuffley Rovers,0,,
2303866,2025-08-16 14:00:00,Round 400,Alton,1,Swindon Supermarine,1,,
2303867,2025-08-16 14:00:00,Round 400,Milton Keynes Irish,0,Arlesey Town,2,,
2303868,2025-08-16 14:00:00,Round 400,Lowestoft Town,3,St Neots Town,2,,
2303869,2025-08-16 14:00:00,Round 400,Cobham,2,Margate,2,,
2303871,2025-08-16 14:00:00,Round 400,Heaton Stannington,3,Marske United,0,,
2303872,2025-08-16 14:00:00,Round 400,Stalybridge Celtic,1,Bury,1,,
2303873,2025-08-16 14:00:00,Round 400,Ware,2,Ilford,2,,
2303874,2025-08-16 14:00:00,Round 400,Mulbarton Wanderers,2,Cambridge City,0,,
2303875,2025-08-16 14:00:00,Round 400,Fairford Town,2,Roman Glass St George,0,,
2303876,2025-08-16 14:00:00,Round 400,Bradford Town,0,Westbury United,1,,
2303877,2025-08-16 14:00:00,Round 400,Hythe and Dibden,1,New Milton Town,0,,
2303878,2025-08-16 14:00:00,Round 400,Trafford,3,Campion,0,,
2303879,2025-08-16 14:00:00,Round 400,Northampton Sileby Rangers,0,Corby Town,2,,
2303880,2025-08-16 14:00:00,Round 400,Barnstaple Town,1,Tavistock,2,,
2303883,2025-08-16 14:00:00,Round 400,Daventry,1,Bottesford Town,2,,
2303884,2025-08-16 14:00:00,Round 400,Portishead Town,2,Slimbridge,6,,
2303885,2025-08-16 14:00:00,Round 400,Hitchin Town,1,Grays,1,,
2303886,2025-08-16 14:00:00,Round 400,Hastings United,1,Harrow Borough,0,,
2303887,2025-08-16 14:00:00,Round 400,Ely City,0,Haverhill Rovers,1,,
2303888,2025-08-16 14:00:00,Round 400,Newark and Sherwood United,0,Boston Town,0,,
2304083,2025-08-16 14:00:00,Round 400,Shepshed Dynamo,2,Clay Cross Town,0,,
2304084,2025-08-16 14:00:00,Round 400,Hinckley,0,Long Eaton United,3,,
2304085,2025-08-16 14:00:00,Round 400,Coventry Sphinx,3,Dudley Town,0,,
2304086,2025-08-16 14:00:00,Round 400,Belper Town,1,Kidsgrove Athletic,2,,
2304087,2025-08-16 14:00:00,Round 400,Takeley,0,Bowers and Pitsea,0,,
2304088,2025-08-16 14:00:00,Round 400,Malvern Town,2,Worcester Raiders,4,,
2304090,2025-08-16 14:00:00,Round 400,Sutton Coldfield Town,3,Newcastle Town,1,,
2304091,2025-08-16 14:00:00,Round 400,Congleton Town,3,Padiham,0,,
2304093,2025-08-16 14:00:00,Round 400,Bedworth United,0,Atherstone,2,,
2304094,2025-08-16 14:00:00,Round 400,Abbey Hulton United,4,Coventry United,3,,
2304095,2025-08-16 14:00:00,Round 400,Pershore Town,0,Coleshill Town,3,,
2304096,2025-08-16 14:00:00,Round 400,Lutterworth Town,0,Chasetown,1,,
2304097,2025-08-16 14:00:00,Round 400,Silsden,1,Ramsbottom United,1,,
2304694,2025-08-16 14:00:00,Round 400,Sporting Khalsa,5,Sporting Club Inkberrow,1,,
2304695,2025-08-16 14:00:00,Round 400,Leatherhead,0,Westfield Surrey,1,,
2304696,2025-08-16 14:00:00,Round 400,Hayes and Yeading United,2,Sutton Common Rovers,1,,
2308429,2025-08-16 14:00:00,Round 400,Ashford Town Middlesex,3,Snodland Town,2,,
2308430,2025-08-16 14:00:00,Round 400,Lancing,3,Harefield United,0,,
2308431,2025-08-16 14:00:00,Round 400,Mangotsfield United,3,Cribbs,0,,
2308432,2025-08-16 14:00:00,Round 400,Merstham,2,Faversham Town,4,,
2308433,2025-08-16 14:00:00,Round 400,Hertford Town,5,Harpenden Town,3,,
2308434,2025-08-16 14:00:00,Round 400,Welwyn Garden City,2,Waltham Abbey,2,,
2308435,2025-08-16 14:00:00,Round 400,Northallerton Town,2,Kendal Town,2,,
2308436,2025-08-16 14:00:00,Round 400,Harlow Town,1,Woodford Town,1,,
2308437,2025-08-16 14:00:00,Round 400,West Auckland Town,2,Bridlington Town,2,,
2308438,2025-08-16 14:00:00,Round 400,Royal Wootton Bassett Town,3,Amersham Town,1,,
2308439,2025-08-16 14:00:00,Round 400,Cockfosters,2,Little Oakley,0,,
2308440,2025-08-16 14:00:00,Round 400,Witham Town,4,Tring Athletic,0,,
2308442,2025-08-16 14:00:00,Round 400,Shaftesbury,4,Thatcham Town,0,,
2308443,2025-08-16 14:00:00,Round 400,Clevedon Town,1,Thame United,3,,
2308444,2025-08-16 14:00:00,Round 400,Mildenhall Town,1,Wroxham,0,,
2308445,2025-08-16 14:00:00,Round 400,Erith Town,1,Southall,1,,
2308446,2025-08-16 14:00:00,Round 400,Witton Albion,4,AFC Liverpool,1,,
2308447,2025-08-16 14:00:00,Round 400,Wombwell Town,2,Parkgate,1,,
2308448,2025-08-16 14:00:00,Round 400,Horndean,0,Laverstock and Ford,2,,
2308449,2025-08-16 14:00:00,Round 400,Bishop Auckland,2,Horden Community Welfare,1,,
2308450,2025-08-16 14:00:00,Round 400,Moneyfields,1,AFC Portchester,2,,
2308451,2025-08-16 14:00:00,Round 400,Frome Town,2,Newquay,1,,
